Is Superhost,neighbourhood,Neighborhood Group,Latitude,Longitude,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Guests Included,Min Nights,Reviews,Instant Bookable,Business Travel Ready,Price
f,NeukÃ¶lln,NeukÃ¶lln,52.46858000000001,13.42356,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,f,f,25.0
f,Mitte,Mitte,52.53014,13.39619,Apartment,Private room,2,1.0,1.0,1.0,1,3,11,f,f,58.0
f,Rummelsburg,Lichtenberg,52.5041,13.48905,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,4,t,f,50.0
f,Mitte,Mitte,52.53089,13.37651,Apartment,Private room,1,1.0,1.0,0.0,1,1,1,f,f,30.0
t,Altglienicke,Treptow - KÃ¶penick,52.41729,13.5214,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,14,28,f,f,70.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50168000000001,13.419529999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,13,f,f,79.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51441,13.467470000000002,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,4,1,f,f,75.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50651,13.45038,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,3,4,f,f,49.0
f,NeukÃ¶lln,NeukÃ¶lln,52.49021,13.42698,Apartment,Private room,2,1.0,1.0,1.0,1,4,8,t,f,49.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49117,13.41535,Apartment,Private room,2,0.5,1.0,1.0,2,2,10,f,f,138.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47825,13.45105,Apartment,Private room,2,1.0,1.0,1.0,2,3,5,f,f,49.0
t,Moabit,Mitte,52.5208,13.34859,Apartment,Private room,2,1.0,0.0,1.0,1,1,8,t,f,22.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48808000000001,13.43308,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,8,3,f,f,40.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51099000000001,13.45414,Apartment,Private room,2,1.0,1.0,1.0,1,4,2,f,f,24.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50178000000001,13.42728,Apartment,Entire home/apt,5,1.0,2.0,3.0,1,1,10,f,f,79.0
f,Wedding,Mitte,52.55348000000001,13.374379999999999,Apartment,Private room,2,1.5,1.0,2.0,1,2,3,f,f,30.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51016,13.45766,House,Private room,2,1.5,1.0,1.0,1,5,9,f,f,30.0
t,Reinickendorf,Reinickendorf,52.57199,13.37347,Apartment,Private room,3,1.0,1.0,1.0,1,2,32,f,f,34.0
f,Wedding,Mitte,52.54787,13.39896,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,29,f,f,58.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50308000000001,13.40402,Apartment,Entire home/apt,7,1.0,3.0,0.0,4,2,89,t,f,159.0
f,,Spandau,52.43606,13.267120000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,9,t,f,40.0
f,Prenzlauer Berg,Pankow,52.53009999999999,13.43929,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,2,1,t,f,120.0
f,Wedding,Mitte,52.55644,13.38091,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,27.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50098000000001,13.427179999999998,Apartment,Private room,2,1.5,1.0,1.0,1,2,6,t,f,25.0
t,Karlshorst,Lichtenberg,52.49721,13.55385,Apartment,Private room,3,1.0,1.0,1.0,1,3,21,f,f,22.0
f,Mariendorf,Tempelhof - SchÃ¶neberg,52.45143,13.38271,Apartment,Private room,2,1.0,0.0,1.0,1,1,3,t,f,45.0
f,Lichtenberg,Lichtenberg,52.51918000000001,13.49824,Townhouse,Private room,5,1.0,0.0,5.0,2,3,15,t,f,35.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47563,13.43105,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,5,0,f,f,50.0
f,Wedding,Mitte,52.54808000000001,13.379220000000002,House,Private room,2,1.5,1.0,1.0,1,1,3,f,f,40.0
t,Moabit,Mitte,52.5354,13.34716,Apartment,Entire home/apt,3,1.0,2.0,2.0,2,3,85,f,f,75.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47997,13.42235,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,3,52,t,f,55.0
f,Mitte,Mitte,52.53598,13.402270000000001,Apartment,Private room,5,1.0,2.0,3.0,1,2,52,t,f,155.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51715999999999,13.455729999999996,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,t,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.49441,13.43568,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,3,0,t,f,33.0
f,Mitte,Mitte,52.52243000000001,13.40183,Apartment,Private room,2,1.0,1.0,1.0,1,3,7,t,f,49.0
f,Charlottenburg,Charlottenburg-Wilm.,52.50364,13.31464,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,0,f,f,79.0
f,Prenzlauer Berg,Pankow,52.54585,13.432079999999996,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,3,2,f,f,90.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.48078,13.3885,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,15,5,f,f,68.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48028000000001,13.4326,Apartment,Entire home/apt,4,1.0,0.0,2.0,2,1,29,t,f,70.0
f,Mitte,Mitte,52.53174,13.40484,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,2,4,f,f,70.0
f,NeukÃ¶lln,NeukÃ¶lln,52.473119999999994,13.426220000000002,Apartment,Private room,2,1.0,1.0,1.0,1,1,3,f,f,39.0
t,Tegel,Reinickendorf,52.57061,13.29665,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,62,1,f,f,149.0
f,Prenzlauer Berg,Pankow,52.55226,13.42169,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,0,f,f,40.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.5087,13.46624,Apartment,Private room,1,1.0,1.0,1.0,1,4,118,f,f,25.0
t,Mitte,Mitte,52.5316,13.40277,Condominium,Entire home/apt,4,1.0,2.0,3.0,2,7,34,t,f,75.0
f,Tiergarten,Mitte,52.50478000000001,13.34555,Condominium,Entire home/apt,3,1.0,1.0,2.0,1,3,134,t,f,100.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50151999999999,13.436579999999998,Apartment,Entire home/apt,3,1.0,2.0,2.0,2,1,32,t,f,55.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47993000000001,13.445529999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,8,f,f,55.0
f,Prenzlauer Berg,Pankow,52.54533000000001,13.405920000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,15,t,f,40.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.52336999999999,13.450529999999999,Apartment,Private room,3,1.0,1.0,2.0,2,2,6,f,f,25.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.50394,13.39556,Apartment,Private room,2,1.0,1.0,1.0,1,2,6,f,f,40.0
t,NeukÃ¶lln,NeukÃ¶lln,52.47044000000001,13.427020000000002,Apartment,Entire home/apt,6,1.0,2.0,4.0,1,1,20,t,f,190.0
t,Charlottenburg,Charlottenburg-Wilm.,52.51655,13.32722,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,2,3,f,f,55.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48931,13.42167,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,0,f,f,44.0
f,Wedding,Mitte,52.54475,13.3814,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,10,f,f,75.0
f,,NeukÃ¶lln,52.42295,13.449470000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,7,f,f,60.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48488000000001,13.36974,Apartment,Private room,2,1.0,1.0,2.0,1,3,0,t,f,50.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49975,13.33686,Apartment,Private room,3,1.0,1.0,3.0,1,3,6,f,f,31.0
f,PlÃ¤nterwald,Treptow - KÃ¶penick,52.45575,13.47873,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,7,1,f,f,34.0
f,Britz,NeukÃ¶lln,52.45255,13.43827,Apartment,Private room,2,1.0,1.0,1.0,1,2,22,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48054000000001,13.42641,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,7,0,f,f,32.0
t,Prenzlauer Berg,Pankow,52.53229000000001,13.42614,Apartment,Entire home/apt,6,1.0,1.0,3.0,3,3,22,f,f,169.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51039,13.45586,Apartment,Private room,2,1.0,1.0,1.0,1,1,15,f,f,50.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49929,13.441029999999998,Apartment,Entire home/apt,6,1.0,3.0,3.0,1,2,1,f,f,75.0
f,OberschÃ¶neweide,Treptow - KÃ¶penick,52.46174,13.516520000000002,Apartment,Entire home/apt,4,1.0,2.0,4.0,1,5,5,f,f,60.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50154000000001,13.46644,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,1,1,f,f,45.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48976999999999,13.4196,Apartment,Private room,2,1.0,1.0,1.0,1,2,4,t,f,35.0
t,Tiergarten,Mitte,52.50046,13.36575,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,4,30,t,f,35.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51171,13.44349,Apartment,Private room,2,1.0,1.0,2.0,1,3,1,f,f,35.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49461999999999,13.43725,Apartment,Entire home/apt,3,1.5,1.0,2.0,1,2,5,f,f,85.0
f,Mitte,Mitte,52.52616,13.39511,Apartment,Entire home/apt,5,1.5,2.0,1.0,4,2,15,t,f,115.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48576,13.44195,Apartment,Private room,1,1.0,1.0,1.0,1,1,1,f,f,18.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47496999999999,13.423620000000001,Apartment,Entire home/apt,2,1.5,1.0,1.0,1,1,7,f,f,30.0
f,Tiergarten,Mitte,52.50456,13.34871,Apartment,Entire home/apt,4,1.0,3.0,2.0,2,2,16,t,f,180.0
f,Charlottenburg,Charlottenburg-Wilm.,52.51361,13.30906,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,5,4,t,f,50.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49614,13.43879,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,3,3,t,f,55.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51004,13.45132,Apartment,Entire home/apt,8,1.0,2.0,8.0,1,2,31,t,f,195.0
f,Wedding,Mitte,52.548359999999995,13.352770000000001,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,7,11,f,f,65.0
f,Prenzlauer Berg,Pankow,52.53247,13.40248,Apartment,Private room,2,1.0,1.0,1.0,1,1,151,f,f,39.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49173,13.415520000000004,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,10,t,f,60.0
t,KÃ¶penick,Treptow - KÃ¶penick,52.45164000000001,13.59071,House,Shared room,2,1.5,1.0,1.0,1,1,13,f,f,30.0
f,,Reinickendorf,52.61791999999999,13.29962,,Private room,2,1.0,1.0,1.0,1,2,7,f,f,35.0
f,Moabit,Mitte,52.53100000000001,13.34052,Apartment,Private room,2,1.0,1.0,1.0,1,9,18,f,f,18.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50875,13.45011,Apartment,Private room,2,1.0,1.0,1.0,1,4,1,f,f,39.0
t,Steglitz,Steglitz - Zehlendorf,52.46724,13.33,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,2,13,t,f,75.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.47178000000001,13.37779,Apartment,Private room,3,1.0,1.0,2.0,1,1,0,f,f,15.0
f,Mitte,Mitte,52.52954000000001,13.39872,Loft,Entire home/apt,2,1.5,0.0,1.0,1,7,0,f,f,140.0
t,Mitte,Mitte,52.504430000000006,13.424929999999998,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,28,34,f,f,78.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4944,13.423229999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,35,t,f,59.0
f,Tiergarten,Mitte,52.50408000000001,13.36187,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,7,0,t,f,70.0
f,Prenzlauer Berg,Pankow,52.53294,13.425820000000002,Apartment,Private room,2,1.0,1.0,1.0,1,2,0,t,f,30.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49649,13.38675,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,4,24,f,f,99.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.490109999999994,13.41579,Apartment,Private room,2,2.0,1.0,1.0,1,4,2,f,f,20.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.4813,13.36191,Apartment,Entire home/apt,1,1.5,1.0,1.0,1,1,0,t,f,60.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48969,13.42605,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,5,6,f,f,64.0
f,Moabit,Mitte,52.52841999999999,13.328520000000005,Apartment,Entire home/apt,2,1.0,1.0,2.0,2,3,1,f,f,70.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.52586999999999,13.43597,Apartment,Private room,2,1.0,1.0,1.0,1,1,7,t,f,30.0
f,Lichterfelde,Steglitz - Zehlendorf,52.43075,13.35441,Townhouse,Entire home/apt,2,1.0,0.0,1.0,1,7,3,f,f,55.0
f,Prenzlauer Berg,Pankow,52.53211999999999,13.43304,Apartment,Private room,1,1.0,0.0,1.0,1,13,0,f,f,40.0
f,Prenzlauer Berg,Pankow,52.531319999999994,13.427870000000002,Apartment,Entire home/apt,6,1.0,2.0,5.0,1,2,0,t,f,150.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47366,13.44929,Apartment,Private room,2,1.0,1.0,1.0,1,6,8,t,f,26.0
f,Pankow,Pankow,52.55161,13.41739,Apartment,Private room,2,1.0,1.0,1.0,2,3,21,f,f,45.0
f,Prenzlauer Berg,Pankow,52.53556,13.4431,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,4,0,f,f,105.0
f,Wedding,Mitte,52.54183,13.35031,Apartment,Private room,2,1.0,1.0,1.0,1,2,0,f,f,30.0
t,NeukÃ¶lln,NeukÃ¶lln,52.48284,13.43608,Apartment,Private room,2,1.0,1.0,1.0,1,7,57,f,f,30.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51906,13.46685,Apartment,Private room,3,1.0,1.0,1.0,2,2,1,f,f,55.0
f,Wedding,Mitte,52.5448,13.34686,Apartment,Private room,2,1.0,1.0,1.0,1,7,0,t,f,35.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51974000000001,13.46609,Apartment,Private room,2,1.0,1.0,2.0,2,5,4,f,f,70.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51278000000001,13.437279999999998,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,t,f,45.0
f,Alt-Treptow,Treptow - KÃ¶penick,52.490669999999994,13.45363,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,7,0,f,f,50.0
f,Wedding,Mitte,52.5634,13.389270000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,2,5,f,f,85.0
f,Prenzlauer Berg,Pankow,52.54019000000001,13.410120000000004,Apartment,Entire home/apt,5,1.0,2.0,3.0,1,6,22,t,f,280.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48921,13.34671,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,,0,t,f,22.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4878,13.4261,Apartment,Private room,1,1.0,1.0,1.0,1,4,3,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4934,13.4264,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,85,t,f,100.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49126999999999,13.41312,Apartment,Entire home/apt,2,1.0,2.0,2.0,3,4,5,f,f,145.0
f,Wedding,Mitte,52.56144000000001,13.33859,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,27.0
f,Charlottenburg,Charlottenburg-Wilm.,52.52556,13.29407,Apartment,Private room,2,1.0,1.0,1.0,1,2,4,f,f,39.0
f,Baumschulenweg,Treptow - KÃ¶penick,52.464459999999995,13.485320000000002,Apartment,Private room,2,1.0,1.0,1.0,1,10,0,t,f,18.0
t,Mitte,Mitte,52.53206,13.39519,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,3,261,f,f,69.0
f,Mitte,Mitte,52.52911999999999,13.39206,Condominium,Entire home/apt,4,2.0,2.0,2.0,2,7,9,f,f,350.0
f,Prenzlauer Berg,Pankow,52.53151999999999,13.42007,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,2,t,f,43.0
f,Steglitz,Steglitz - Zehlendorf,52.46692,13.32821,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,2,1,t,f,49.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46907,13.42719,Apartment,Private room,2,1.0,1.0,1.0,1,3,4,f,f,28.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48763,13.393529999999998,Apartment,Private room,1,1.0,1.0,1.0,1,4,2,f,f,30.0
f,NiederschÃ¶nhausen,Pankow,52.57406,13.41159,Apartment,Private room,2,1.0,1.0,2.0,1,2,1,f,f,22.0
f,Prenzlauer Berg,Pankow,52.54603000000001,13.41993,Apartment,Private room,2,1.0,1.0,1.0,1,4,11,f,f,48.0
f,Prenzlauer Berg,Pankow,52.55299000000001,13.41533,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,6,3,f,f,35.0
f,Prenzlauer Berg,Pankow,52.53133000000001,13.40461,Apartment,Entire home/apt,4,1.0,0.0,2.0,2,4,4,f,f,50.0
f,Prenzlauer Berg,Pankow,52.54214,13.411379999999998,Apartment,Private room,2,1.0,1.0,1.0,1,10,13,f,f,42.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48498000000001,13.43685,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,7,3,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47389,13.42843,Apartment,Private room,2,1.0,1.0,1.0,1,5,12,t,f,39.0
f,NeukÃ¶lln,NeukÃ¶lln,52.488719999999994,13.44652,Apartment,Entire home/apt,6,2.0,2.0,5.0,3,1,2,f,f,85.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49255,13.394629999999998,Apartment,Private room,3,1.0,1.0,1.0,1,2,0,f,f,60.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48626,13.429320000000002,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,7,5,t,f,45.0
f,Prenzlauer Berg,Pankow,52.55209,13.42842,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,1,0,t,f,35.0
f,Wedding,Mitte,52.54856,13.34523,Apartment,Private room,2,1.0,1.0,2.0,1,10,0,f,f,30.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51686999999999,13.47064,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,25.0
f,Charlottenburg,Charlottenburg-Wilm.,52.52610999999999,13.307529999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,14,3,f,f,100.0
t,WeiÃensee,Pankow,52.55174,13.453270000000002,Apartment,Entire home/apt,6,1.5,3.0,3.0,2,3,159,f,f,115.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51881999999999,13.46557,Apartment,Private room,1,1.5,1.0,1.0,1,1,2,f,f,12.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47671,13.42081,Apartment,Private room,2,1.0,1.0,1.0,1,3,4,f,f,30.0
f,Prenzlauer Berg,Pankow,52.54124000000001,13.4213,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,8,2,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4737,13.44048,Apartment,Private room,2,1.0,0.0,1.0,1,4,0,f,f,25.0
f,Baumschulenweg,Treptow - KÃ¶penick,52.46766,13.4802,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,0,f,f,20.0
f,Prenzlauer Berg,Pankow,52.54813000000001,13.40172,Apartment,Private room,4,1.0,2.0,4.0,1,1,2,f,f,90.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49711,13.34696,Guesthouse,Entire home/apt,2,1.0,1.0,2.0,1,2,64,f,f,118.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49673000000001,13.33905,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,3,39,f,f,52.0
f,Moabit,Mitte,52.52427,13.34246,Apartment,Entire home/apt,6,1.0,2.0,3.0,2,2,9,f,f,79.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48463000000001,13.42489,Apartment,Private room,2,1.0,1.0,1.0,1,1,2,f,f,45.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50229,13.42075,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,2,1,f,f,200.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49645,13.383170000000002,Apartment,Private room,2,1.0,1.0,1.0,1,5,2,t,f,22.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.50956999999999,13.48011,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,20,76,f,f,55.0
f,Mitte,Mitte,52.51082,13.39242,Apartment,Entire home/apt,6,2.0,3.0,3.0,1,14,0,f,f,120.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47221,13.42805,Apartment,Private room,2,1.0,1.0,1.0,1,2,0,f,f,25.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51375,13.47154,Apartment,Private room,1,1.0,1.0,1.0,1,2,2,t,f,35.0
f,Moabit,Mitte,52.5207,13.33774,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,2,1,f,f,50.0
f,Prenzlauer Berg,Pankow,52.54243,13.42411,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,2,1,t,f,185.0
f,Wedding,Mitte,52.55078000000001,13.345679999999998,Apartment,Private room,1,1.0,1.0,1.0,1,2,9,t,f,30.0
f,Wedding,Mitte,52.55446,13.37884,Condominium,Private room,2,1.0,1.0,1.0,1,2,5,f,f,30.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.489819999999995,13.345670000000002,Apartment,Entire home/apt,2,1.0,2.0,2.0,1,5,1,f,f,60.0
t,Charlottenburg,Charlottenburg-Wilm.,52.50816999999999,13.29495,Apartment,Private room,3,1.0,1.0,1.0,1,2,0,f,f,39.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51760999999999,13.465420000000002,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,7,43,f,f,35.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46779,13.4394,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,2,2,f,f,45.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.4831,13.3268,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,30.0
f,Wedding,Mitte,52.54612,13.3724,Apartment,Private room,2,1.5,1.0,1.0,1,7,0,f,f,20.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50998000000001,13.459770000000002,Apartment,Private room,2,1.5,1.0,1.0,1,2,2,f,f,39.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48143000000001,13.45186,Apartment,Private room,2,1.0,1.0,1.0,1,1,3,f,f,20.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48901,13.431870000000002,Apartment,Private room,2,1.0,1.0,1.0,1,1,22,t,f,35.0
t,Charlottenburg,Charlottenburg-Wilm.,52.51643000000001,13.286979999999998,Apartment,Entire home/apt,4,1.0,2.0,3.0,2,4,19,f,f,70.0
t,Mitte,Mitte,52.52731,13.39831,Apartment,Private room,1,1.0,1.0,1.0,1,15,30,t,f,40.0
f,Mitte,Mitte,52.52156,13.3981,Apartment,Entire home/apt,4,2.0,2.0,2.0,1,2,1,f,f,150.0
f,Wedding,Mitte,52.54494,13.35855,Condominium,Entire home/apt,3,1.0,2.0,2.0,3,2,1,f,f,70.0
f,NiederschÃ¶nhausen,Pankow,52.59564,13.397529999999998,Apartment,Private room,1,1.0,1.0,2.0,1,1,2,f,f,12.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.4926,13.40929,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,3,114,t,f,75.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49428,13.34985,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,1,5,f,f,25.0
f,Wedding,Mitte,52.55591999999999,13.38615,Apartment,Private room,2,1.0,1.0,2.0,1,3,0,f,f,40.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51987,13.46083,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,90,48,f,f,48.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50954,13.46945,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,3,23,f,f,45.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50033000000001,13.44162,Apartment,Private room,3,1.0,1.0,2.0,2,2,25,t,f,48.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48902,13.42406,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,4,0,t,f,80.0
f,NeukÃ¶lln,NeukÃ¶lln,52.483230000000006,13.42636,Apartment,Private room,2,1.0,1.0,2.0,1,3,1,f,f,28.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51806,13.43944,Apartment,Private room,2,1.0,1.0,2.0,1,1,8,f,f,35.0
f,Zehlendorf,Steglitz - Zehlendorf,52.43389000000001,13.2666,Apartment,Entire home/apt,2,1.0,1.0,2.0,2,30,18,t,f,35.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47776999999999,13.42658,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,2,1,f,f,65.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48686999999999,13.42901,Apartment,Entire home/apt,6,1.0,3.0,6.0,4,3,3,f,f,109.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49456,13.31941,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,14,1,t,f,60.0
t,Wedding,Mitte,52.54535,13.354829999999998,Apartment,Private room,1,1.0,1.0,2.0,1,5,41,t,f,25.0
f,Prenzlauer Berg,Pankow,52.54655999999999,13.40904,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,1,0,f,f,40.0
f,Prenzlauer Berg,Pankow,52.52753000000001,13.43614,Loft,Private room,2,1.5,1.0,1.0,1,3,10,t,f,60.0
f,Baumschulenweg,Treptow - KÃ¶penick,52.46874,13.483070000000001,Apartment,Private room,2,1.0,1.0,2.0,1,1,6,t,f,22.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49131,13.39204,Apartment,Private room,2,1.5,1.0,1.0,1,2,30,f,f,25.0
